Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;28/04/2022;5.533,692;5.599,140;5.477,673;5.482,110;192.395.919.750,00;3.849.049
WDOFUT;27/04/2022;5.538,129;5.595,812;5.471,017;5.512,615;241.310.153.290,00;4.826.788
WDOFUT;26/04/2022;5.448,831;5.557,542;5.433,301;5.551,995;204.493.980.420,00;4.116.938
WDOFUT;25/04/2022;5.353,432;5.499,304;5.336,793;5.421,099;225.014.003.730,00;4.607.503
WDOFUT;22/04/2022;5.204,787;5.378,946;5.192,585;5.330,137;212.735.154.805,00;4.465.689
WDOFUT;20/04/2022;5.169,845;5.204,787;5.124,919;5.140,449;148.373.934.535,00;3.191.025
WDOFUT;19/04/2022;5.191,476;5.213,107;5.162,080;5.193,695;152.709.006.835,00;3.263.814
WDOFUT;18/04/2022;5.216,990;5.240,839;5.169,290;5.180,383;134.794.644.435,00;2.873.857
WDOFUT;14/04/2022;5.229,747;5.279,110;5.219,208;5.233,074;154.336.313.230,00;3.262.369
WDOFUT;13/04/2022;5.204,233;5.241,949;5.182,602;5.225,864;145.004.353.480,00;3.084.009
WDOFUT;12/04/2022;5.214,771;5.232,520;5.150,432;5.211,443;168.114.295.070,00;3.589.698
WDOFUT;11/04/2022;5.255,260;5.284,656;5.215,880;5.230,301;159.888.275.970,00;3.380.534
WDOFUT;08/04/2022;5.290,203;5.345,667;5.234,184;5.239,730;161.364.751.000,00;3.384.587
WDOFUT;07/04/2022;5.252,487;5.324,591;5.232,520;5.305,178;164.367.200.380,00;3.448.297
WDOFUT;06/04/2022;5.192,031;5.275,227;5.185,930;5.269,681;163.236.425.375,00;3.455.348
WDOFUT;05/04/2022;5.131,574;5.219,208;5.117,154;5.196,468;158.157.093.335,00;3.384.852
WDOFUT;04/04/2022;5.203,124;5.223,091;5.127,137;5.131,574;127.993.683.715,00;2.749.940
WDOFUT;01/04/2022;5.291,312;5.291,867;5.200,350;5.205,342;142.978.063.990,00;3.023.039
WDOFUT;31/03/2022;5.342,894;5.362,307;5.280,219;5.303,514;164.852.969.505,00;3.442.067
WDOFUT;30/03/2022;5.331,161;5.363,606;5.290,883;5.341,230;152.398.574.350,00;3.200.012
WDOFUT;29/03/2022;5.307,106;5.357,453;5.281,933;5.328,364;181.010.119.520,00;3.806.265
WDOFUT;28/03/2022;5.311,022;5.398,849;5.303,190;5.338,993;165.438.468.475,00;3.453.960
WDOFUT;25/03/2022;5.405,003;5.407,240;5.300,953;5.316,057;141.414.634.810,00;2.956.201
WDOFUT;24/03/2022;5.420,107;5.448,077;5.342,349;5.413,394;204.767.732.090,00;4.242.330
WDOFUT;23/03/2022;5.517,444;5.519,681;5.406,121;5.416,191;174.790.031.875,00;3.581.573
WDOFUT;22/03/2022;5.538,142;5.555,484;5.503,459;5.511,290;164.885.362.785,00;3.337.658
WDOFUT;21/03/2022;5.646,108;5.647,786;5.534,785;5.543,736;156.242.361.730,00;3.135.417
WDOFUT;18/03/2022;5.671,281;5.699,811;5.607,508;5.643,311;151.788.051.165,00;3.002.660
WDOFUT;17/03/2022;5.701,489;5.737,851;5.648,345;5.661,771;168.849.135.630,00;3.317.580
WDOFUT;16/03/2022;5.775,331;5.794,910;5.700,370;5.704,286;194.138.712.610,00;3.773.193
WDOFUT;15/03/2022;5.742,885;5.812,252;5.726,662;5.803,301;150.404.101.345,00;2.914.355
WDOFUT;14/03/2022;5.688,623;5.779,806;5.666,246;5.763,024;154.679.370.305,00;3.025.811
WDOFUT;11/03/2022;5.628,207;5.718,831;5.608,627;5.710,999;142.630.085.420,00;2.818.827
WDOFUT;10/03/2022;5.660,093;5.713,237;5.639,954;5.642,192;152.979.182.360,00;3.014.326
WDOFUT;09/03/2022;5.661,212;5.671,281;5.614,221;5.643,870;164.711.573.095,00;3.267.031
WDOFUT;08/03/2022;5.729,459;5.745,682;5.683,029;5.698,133;208.730.635.065,00;4.083.845
WDOFUT;07/03/2022;5.722,187;5.764,143;5.668,484;5.764,143;198.969.390.205,00;3.897.400
WDOFUT;04/03/2022;5.694,217;5.749,598;5.666,246;5.705,405;185.665.955.155,00;3.634.059
WDOFUT;03/03/2022;5.763,024;5.770,296;5.662,890;5.677,994;187.537.174.340,00;3.684.026
WDOFUT;02/03/2022;5.893,926;5.893,926;5.734,494;5.755,752;109.079.258.065,00;2.102.730
WDOFUT;25/02/2022;5.778,687;5.846,376;5.732,816;5.834,069;182.177.269.035,00;3.516.420
WDOFUT;24/02/2022;5.697,112;5.816,459;5.671,216;5.770,296;246.458.336.295,00;4.819.302
WDOFUT;23/02/2022;5.686,416;5.692,045;5.626,743;5.643,068;174.437.744.050,00;3.476.905
WDOFUT;22/02/2022;5.744,400;5.749,467;5.685,853;5.703,867;169.293.031.715,00;3.338.138
WDOFUT;21/02/2022;5.787,748;5.813,081;5.721,319;5.756,222;136.784.726.005,00;2.674.643
WDOFUT;18/02/2022;5.827,718;5.829,970;5.756,785;5.794,503;158.919.308.105,00;3.089.580
WDOFUT;17/02/2022;5.815,333;5.847,421;5.784,933;5.835,599;137.127.790.355,00;2.653.533
WDOFUT;16/02/2022;5.826,592;5.845,732;5.783,244;5.800,133;165.277.154.775,00;3.197.512
WDOFUT;15/02/2022;5.867,688;5.893,021;5.826,029;5.826,029;139.931.564.875,00;2.688.518
WDOFUT;14/02/2022;5.936,368;5.950,442;5.869,939;5.885,702;161.761.246.265,00;3.090.116
WDOFUT;11/02/2022;5.913,850;5.951,568;5.855,866;5.936,368;190.442.852.520,00;3.640.367
WDOFUT;10/02/2022;5.919,480;5.942,561;5.847,984;5.931,865;202.333.175.300,00;3.860.322
WDOFUT;09/02/2022;5.939,183;5.984,219;5.896,961;5.925,672;159.205.486.665,00;3.015.502
WDOFUT;08/02/2022;5.961,701;5.985,345;5.941,998;5.949,316;133.989.609.580,00;2.530.022
WDOFUT;07/02/2022;6.017,997;6.025,878;5.943,124;5.954,946;140.642.449.885,00;2.645.328
WDOFUT;04/02/2022;6.000,545;6.058,530;5.980,279;6.033,760;140.819.950.775,00;2.630.497
WDOFUT;03/02/2022;5.976,338;6.030,382;5.972,397;5.987,597;159.542.385.490,00;2.992.651
WDOFUT;02/02/2022;5.967,331;6.023,626;5.956,635;5.962,827;152.518.623.090,00;2.866.215
WDOFUT;01/02/2022;6.005,612;6.028,130;5.969,020;5.969,020;156.084.763.060,00;2.933.474
WDOFUT;31/01/2022;6.079,359;6.120,455;5.992,664;6.017,997;163.818.556.475,00;3.048.934
WDOFUT;28/01/2022;6.164,357;6.170,034;6.093,972;6.096,811;166.134.848.495,00;3.077.770
WDOFUT;27/01/2022;6.170,034;6.174,575;6.080,350;6.143,355;217.557.636.785,00;4.026.984
WDOFUT;26/01/2022;6.167,763;6.212,605;6.126,894;6.174,575;193.769.499.065,00;3.564.076
WDOFUT;25/01/2022;6.250,636;6.276,179;6.170,034;6.188,765;161.684.347.305,00;2.946.526
WDOFUT;24/01/2022;6.229,066;6.281,855;6.217,146;6.240,419;183.173.579.250,00;3.328.396
WDOFUT;21/01/2022;6.188,197;6.226,796;6.145,058;6.209,199;169.552.147.960,00;3.109.473
WDOFUT;20/01/2022;6.198,415;6.214,308;6.118,948;6.164,925;178.484.114.065,00;3.286.826
WDOFUT;19/01/2022;6.311,939;6.319,885;6.188,765;6.191,603;184.579.541.210,00;3.352.677
WDOFUT;18/01/2022;6.302,289;6.356,213;6.267,664;6.339,185;158.168.225.305,00;2.846.463
WDOFUT;17/01/2022;6.306,263;6.310,803;6.258,015;6.280,720;105.520.078.465,00;1.907.631
WDOFUT;14/01/2022;6.300,586;6.324,994;6.274,476;6.304,560;138.890.801.315,00;2.500.477
WDOFUT;13/01/2022;6.326,697;6.331,238;6.267,664;6.298,883;168.822.245.130,00;3.043.800
WDOFUT;12/01/2022;6.362,457;6.385,162;6.292,072;6.311,939;176.918.363.550,00;3.169.310
WDOFUT;11/01/2022;6.447,600;6.472,008;6.344,293;6.354,510;171.938.421.580,00;3.043.801
WDOFUT;10/01/2022;6.440,789;6.493,577;6.422,625;6.460,088;128.988.800.255,00;2.264.004
WDOFUT;07/01/2022;6.483,928;6.516,282;6.412,408;6.432,274;142.175.885.555,00;2.497.224
WDOFUT;06/01/2022;6.501,524;6.535,581;6.472,575;6.488,469;142.768.134.675,00;2.490.180
WDOFUT;05/01/2022;6.487,901;6.535,581;6.443,059;6.501,524;158.969.501.025,00;2.783.513
WDOFUT;04/01/2022;6.475,981;6.523,661;6.439,653;6.485,063;153.446.852.910,00;2.684.272
WDOFUT;03/01/2022;6.368,133;6.503,794;6.351,672;6.501,524;133.365.541.545,00;2.352.883
WDOFUT;30/12/2021;6.510,606;6.519,120;6.342,023;6.369,836;137.360.456.665,00;2.436.935
WDOFUT;29/12/2021;6.445,390;6.529,408;6.429,387;6.519,120;105.897.336.200,00;1.868.152
WDOFUT;28/12/2021;6.426,529;6.475,111;6.424,243;6.436,817;112.154.766.315,00;1.987.959
WDOFUT;27/12/2021;6.481,969;6.528,265;6.431,673;6.433,387;108.018.229.465,00;1.906.378
WDOFUT;23/12/2021;6.475,682;6.545,412;6.441,961;6.482,541;152.594.264.660,00;2.683.908
WDOFUT;22/12/2021;6.566,559;6.575,132;6.464,251;6.473,968;133.223.905.620,00;2.331.187
WDOFUT;21/12/2021;6.555,128;6.593,422;6.540,839;6.580,848;131.335.744.450,00;2.284.346
WDOFUT;20/12/2021;6.543,697;6.583,706;6.517,977;6.581,419;138.125.022.560,00;2.411.135
WDOFUT;17/12/2021;6.517,406;6.551,699;6.488,828;6.525,979;137.788.746.770,00;2.415.187
WDOFUT;16/12/2021;6.501,974;6.565,416;6.489,971;6.523,121;173.963.402.800,00;3.049.942
WDOFUT;15/12/2021;6.516,262;6.579,133;6.492,257;6.519,692;192.707.334.315,00;3.365.905
WDOFUT;14/12/2021;6.500,259;6.538,553;6.447,105;6.519,120;158.368.774.955,00;2.788.524
WDOFUT;13/12/2021;6.434,531;6.521,406;6.429,387;6.520,835;167.420.007.960,00;2.954.860
WDOFUT;10/12/2021;6.384,234;6.469,967;6.383,091;6.445,390;163.311.718.815,00;2.905.828
WDOFUT;09/12/2021;6.360,229;6.430,530;6.338,510;6.399,666;151.158.845.045,00;2.705.031
WDOFUT;08/12/2021;6.440,246;6.475,111;6.348,798;6.355,656;173.698.649.650,00;3.099.853
WDOFUT;07/12/2021;6.512,262;6.519,692;6.445,390;6.459,679;172.385.851.060,00;3.040.004
WDOFUT;06/12/2021;6.488,256;6.554,556;6.477,968;6.543,125;146.450.454.540,00;2.562.001
WDOFUT;03/12/2021;6.498,544;6.536,838;6.439,103;6.499,116;174.105.739.580,00;3.063.877
WDOFUT;02/12/2021;6.516,262;6.532,266;6.456,249;6.491,686;173.304.018.025,00;3.052.916
WDOFUT;01/12/2021;6.424,243;6.553,413;6.415,669;6.549,984;162.679.519.415,00;2.870.271
WDOFUT;30/11/2021;6.443,675;6.523,693;6.418,527;6.446,533;190.451.617.035,00;3.365.644
WDOFUT;29/11/2021;6.441,935;6.489,675;6.420,079;6.445,962;151.930.232.055,00;2.708.242
WDOFUT;26/11/2021;6.520,159;6.522,460;6.413,752;6.458,040;158.549.469.100,00;2.829.896
WDOFUT;25/11/2021;6.432,157;6.445,962;6.387,294;6.410,301;108.283.670.545,00;1.941.283
WDOFUT;24/11/2021;6.422,379;6.474,145;6.395,922;6.456,315;158.354.486.215,00;2.827.280
WDOFUT;23/11/2021;6.459,191;6.521,884;6.410,301;6.414,902;176.501.908.415,00;3.131.191
WDOFUT;22/11/2021;6.455,164;6.468,393;6.409,726;6.433,883;161.997.520.880,00;2.894.127
WDOFUT;19/11/2021;6.429,282;6.470,119;6.362,561;6.469,544;167.423.307.540,00;3.003.269
WDOFUT;18/11/2021;6.369,464;6.430,432;6.368,888;6.409,726;147.025.049.665,00;2.642.746
WDOFUT;17/11/2021;6.326,901;6.383,843;6.302,744;6.374,640;145.945.516.600,00;2.645.990
WDOFUT;16/11/2021;6.281,462;6.354,509;6.263,057;6.347,607;167.932.460.605,00;3.059.497
WDOFUT;12/11/2021;6.234,873;6.309,646;6.223,945;6.300,443;159.586.715.030,00;2.930.658
WDOFUT;11/11/2021;6.329,201;6.332,077;6.218,768;6.227,396;156.833.106.095,00;2.884.489
WDOFUT;10/11/2021;6.354,509;6.361,411;6.273,985;6.338,979;196.171.500.810,00;3.571.239
WDOFUT;09/11/2021;6.408,000;6.409,150;6.299,292;6.326,326;170.469.919.180,00;3.089.359
WDOFUT;08/11/2021;6.420,654;6.466,093;6.394,771;6.408,000;139.013.449.095,00;2.488.834
WDOFUT;05/11/2021;6.469,544;6.479,897;6.358,535;6.402,248;163.767.138.090,00;2.939.719
WDOFUT;04/11/2021;6.437,909;6.504,629;6.430,432;6.477,596;175.468.244.180,00;3.118.253
WDOFUT;03/11/2021;6.560,421;6.589,180;6.411,451;6.421,804;211.736.591.270,00;3.733.071
WDOFUT;01/11/2021;6.509,231;6.578,826;6.502,328;6.573,650;130.208.639.330,00;2.286.122
WDOFUT;29/10/2021;6.522,460;6.551,793;6.475,295;6.516,708;194.843.501.980,00;3.435.992
WDOFUT;28/10/2021;6.430,371;6.557,103;6.425,741;6.535,113;213.623.346.075,00;3.805.627
WDOFUT;27/10/2021;6.450,046;6.476,666;6.411,274;6.412,432;196.792.934.760,00;3.534.623
WDOFUT;26/10/2021;6.432,686;6.494,605;6.426,320;6.447,732;177.658.954.290,00;3.184.567
WDOFUT;25/10/2021;6.551,895;6.558,839;6.415,325;6.438,473;191.685.881.360,00;3.425.757
WDOFUT;22/10/2021;6.585,459;6.668,790;6.514,859;6.547,844;254.396.166.585,00;4.459.868
WDOFUT;21/10/2021;6.564,048;6.595,875;6.515,438;6.558,839;217.137.544.725,00;3.835.940
WDOFUT;20/10/2021;6.472,036;6.494,605;6.399,701;6.488,818;202.569.526.165,00;3.637.899
WDOFUT;19/10/2021;6.429,214;6.507,915;6.419,376;6.476,087;239.060.239.175,00;4.286.278
WDOFUT;18/10/2021;6.342,411;6.428,635;6.338,360;6.393,335;180.715.404.560,00;3.268.948
WDOFUT;15/10/2021;6.366,715;6.388,705;6.304,217;6.336,624;187.354.292.900,00;3.420.597
WDOFUT;14/10/2021;6.350,512;6.417,640;6.342,989;6.397,386;174.727.598.520,00;3.167.577
WDOFUT;13/10/2021;6.403,173;6.468,564;6.382,340;6.400,858;214.024.032.010,00;3.854.733
WDOFUT;11/10/2021;6.385,233;6.436,737;6.375,974;6.428,635;112.651.699.320,00;2.035.540
WDOFUT;08/10/2021;6.387,548;6.422,848;6.358,614;6.399,701;175.742.046.565,00;3.179.471
WDOFUT;07/10/2021;6.355,720;6.420,533;6.351,091;6.410,117;181.081.654.785,00;3.277.311
WDOFUT;06/10/2021;6.406,066;6.432,686;6.360,929;6.380,025;198.345.364.030,00;3.588.419
WDOFUT;05/10/2021;6.307,689;6.377,710;6.303,638;6.366,715;163.840.932.130,00;2.989.551
WDOFUT;04/10/2021;6.259,658;6.344,725;6.244,612;6.343,568;152.012.334.205,00;2.791.725
WDOFUT;01/10/2021;6.299,009;6.314,634;6.222,044;6.234,775;170.326.717.460,00;3.148.418
WDOFUT;30/09/2021;6.286,278;6.365,558;6.241,140;6.327,943;222.488.964.900,00;4.076.780
WDOFUT;29/09/2021;6.289,158;6.332,171;6.265,908;6.292,065;179.889.533.390,00;3.315.710
WDOFUT;28/09/2021;6.287,415;6.340,309;6.267,071;6.313,571;193.944.679.425,00;3.576.648
WDOFUT;27/09/2021;6.191,508;6.276,371;6.174,652;6.272,302;181.555.009.995,00;3.390.161
WDOFUT;24/09/2021;6.184,533;6.231,033;6.184,533;6.211,271;131.372.319.010,00;2.457.778
WDOFUT;23/09/2021;6.124,083;6.182,789;6.118,270;6.174,652;147.732.772.330,00;2.788.657
WDOFUT;22/09/2021;6.117,108;6.192,670;6.111,876;6.159,539;164.453.802.055,00;3.109.224
WDOFUT;21/09/2021;6.185,114;6.214,758;6.128,151;6.135,126;170.051.496.745,00;3.202.373
WDOFUT;20/09/2021;6.197,320;6.263,002;6.179,883;6.203,133;180.962.039.250,00;3.385.159
WDOFUT;17/09/2021;6.122,339;6.228,708;6.116,526;6.158,377;193.814.268.680,00;3.647.560
WDOFUT;16/09/2021;6.103,157;6.151,983;6.095,601;6.120,595;147.060.266.775,00;2.789.691
WDOFUT;15/09/2021;6.108,970;6.143,264;6.076,420;6.093,276;173.324.842.430,00;3.291.415
WDOFUT;14/09/2021;6.103,157;6.135,708;6.059,564;6.118,270;165.268.607.510,00;3.150.910
WDOFUT;13/09/2021;6.106,645;6.111,295;6.063,632;6.083,976;159.833.786.505,00;3.051.998
WDOFUT;10/09/2021;6.020,620;6.146,170;6.014,807;6.124,083;176.345.823.855,00;3.365.200
WDOFUT;09/09/2021;6.186,858;6.221,152;6.057,238;6.075,839;241.641.019.390,00;4.558.324
WDOFUT;08/09/2021;6.058,401;6.221,152;6.057,238;6.201,971;215.238.277.590,00;4.073.282
WDOFUT;06/09/2021;6.053,751;6.080,489;6.013,645;6.032,245;88.690.194.840,00;1.705.676
WDOFUT;03/09/2021;6.036,313;6.068,282;5.986,907;6.064,795;167.631.297.620,00;3.228.992
WDOFUT;02/09/2021;6.038,057;6.068,282;6.000,276;6.047,357;187.688.062.150,00;3.613.807
WDOFUT;01/09/2021;6.018,295;6.067,120;6.001,438;6.053,751;167.866.704.770,00;3.238.019
WDOFUT;31/08/2021;6.053,170;6.068,282;5.972,957;6.012,482;171.744.025.970,00;3.317.015
WDOFUT;30/08/2021;6.072,430;6.104,544;6.050,242;6.054,913;144.053.958.395,00;2.770.032
WDOFUT;27/08/2021;6.140,745;6.146,584;6.059,585;6.079,437;167.758.754.365,00;3.212.529
WDOFUT;26/08/2021;6.105,128;6.154,758;6.095,202;6.150,671;152.429.595.920,00;2.904.541
WDOFUT;25/08/2021;6.155,926;6.160,013;6.084,692;6.093,450;183.112.023.670,00;3.489.560
WDOFUT;24/08/2021;6.269,200;6.272,120;6.131,987;6.138,409;190.823.090.385,00;3.600.540
WDOFUT;23/08/2021;6.273,287;6.315,911;6.249,348;6.290,804;176.963.508.075,00;3.288.446
WDOFUT;20/08/2021;6.364,374;6.402,910;6.274,455;6.286,717;182.344.968.455,00;3.356.935
WDOFUT;19/08/2021;6.336,931;6.381,307;6.291,388;6.331,092;236.338.702.425,00;4.356.393
WDOFUT;18/08/2021;6.183,369;6.314,743;6.155,926;6.305,401;223.427.712.460,00;4.191.536
WDOFUT;17/08/2021;6.179,282;6.205,556;6.126,148;6.197,382;219.964.164.660,00;4.166.055
WDOFUT;16/08/2021;6.172,859;6.199,718;6.119,141;6.155,342;177.774.837.965,00;3.373.880
WDOFUT;13/08/2021;6.136,658;6.182,201;6.110,383;6.144,832;178.459.870.230,00;3.393.382
WDOFUT;12/08/2021;6.110,967;6.160,013;6.098,705;6.150,671;173.585.859.490,00;3.306.718
WDOFUT;11/08/2021;6.084,692;6.129,651;6.046,739;6.122,061;198.331.238.865,00;3.800.161
